base;carteira;ativo;evento;data;valor;natureza;origem
LZ;INTRAGKINE195;MOVIA3;premio;27/07/2026 00:00;250;premio;"{""sistema"": ""sac_caixa"", ""mttp_cd"": ""960"", ""acao"": ""PAGAMENTO DE PRÊMIO"", ""comentario"": ""PAGAMENTO DE PRÊMIO [DEBNC] - MOVIA3"", ""natureza"": ""premio"", ""id"": ""364192905"", ""valor_original"": ""250""}"
