base;carteira;ativo;qt_disponivel;qt_bloqueada;qt_total;trades;tem_bloqueio
LZ;INTRAGKINE195;MOVIA3;23;0;23;"[""J395334"", ""J631292"", ""J631389"", ""J825052""]";False
